Id,SalePrice
1461,116863.0
1462,157901.0
1463,187931.0
1464,197369.0
1465,200221.0
1466,173717.0
1467,181963.0
1468,161686.0
1469,192272.0
1470,119736.0
1471,180978.0
1472,99011.0
1473,95998.0
1474,144996.0
1475,111580.0
1476,363301.0
1477,253506.0
1478,312646.0
1479,305105.0
1480,501899.0
1481,333602.0
1482,212982.0
1483,182829.0
1484,165479.0
1485,186809.0
1486,190030.0
1487,335278.0
1488,225092.0
1489,197827.0
1490,251138.0
1491,193561.0
1492,99205.0
1493,184894.0
1494,302037.0
1495,293212.0
1496,241083.0
1497,184417.0
1498,192224.0
1499,171028.0
1500,159603.0
1501,182587.0
1502,141068.0
1503,316955.0
1504,243705.0
1505,233105.0
1506,191131.0
1507,244505.0
1508,206586.0
1509,160533.0
1510,148587.0
1511,173392.0
1512,172806.0
1513,146724.0
1514,167965.0
1515,193482.0
1516,154189.0
1517,174730.0
1518,129666.0
1519,206235.0
1520,129507.0
1521,136110.0
1522,176657.0
1523,117686.0
1524,125709.0
1525,122127.0
1526,112386.0
1527,112572.0
1528,138515.0
1529,158653.0
1530,191415.0
1531,118172.0
1532,91853.0
1533,146845.0
1534,124798.0
1535,144059.0
1536,106303.0
1537,56179.0
1538,155169.0
1539,198604.0
1540,83442.0
1541,140882.0
1542,151319.0
1543,179896.0
1544,83711.0
1545,118008.0
1546,133912.0
1547,132821.0
1548,136318.0
1549,121583.0
1550,138997.0
1551,103268.0
1552,143989.0
1553,142665.0
1554,118797.0
1555,166227.0
1556,83236.0
1557,122445.0
1558,104356.0
1559,60401.0
1560,131430.0
1561,130112.0
1562,128989.0
1563,121249.0
1564,161475.0
1565,148209.0
1566,231928.0
1567,78862.0
1568,251733.0
1569,136441.0
1570,133281.0
1571,109100.0
1572,143819.0
1573,225386.0
1574,120293.0
1575,236465.0
1576,228984.0
1577,176752.0
1578,161315.0
1579,147561.0
1580,194124.0
1581,160916.0
1582,126773.0
1583,293186.0
1584,216766.0
1585,135012.0
1586,76213.0
1587,113920.0
1588,149278.0
1589,96900.0
1590,127773.0
1591,93548.0
1592,119495.0
1593,128420.0
1594,inf
1595,117658.0
1596,215873.0
1597,210938.0
1598,222757.0
1599,168050.0
1600,160283.0
1601,62004.0
1602,119172.0
1603,67482.0
1604,257509.0
1605,227615.0
1606,166209.0
1607,173406.0
1608,215649.0
1609,181894.0
1610,150333.0
1611,136128.0
1612,167417.0
1613,161058.0
1614,119926.0
1615,89434.0
1616,78093.0
1617,89678.0
1618,140305.0
1619,137719.0
1620,143657.0
1621,132743.0
1622,147824.0
1623,256386.0
1624,209757.0
1625,113391.0
1626,167086.0
1627,196451.0
1628,278022.0
1629,180650.0
1630,365163.0
1631,233969.0
1632,254587.0
1633,172395.0
1634,185338.0
1635,172659.0
1636,152534.0
1637,211365.0
1638,184709.0
1639,183624.0
1640,241535.0
1641,181782.0
1642,249425.0
1643,228572.0
1644,245776.0
1645,207930.0
1646,161151.0
1647,156317.0
1648,129002.0
1649,136702.0
1650,112109.0
1651,118002.0
1652,97541.0
1653,99202.0
1654,147262.0
1655,135812.0
1656,145969.0
1657,153475.0
1658,150647.0
1659,119573.0
1660,156661.0
1661,452711.0
1662,411494.0
1663,386104.0
1664,603778.0
1665,310123.0
1666,309675.0
1667,409690.0
1668,336967.0
1669,317275.0
1670,357745.0
1671,278362.0
1672,443228.0
1673,291639.0
1674,239438.0
1675,204031.0
1676,200146.0
1677,224755.0
1678,502027.0
1679,410938.0
1680,332924.0
1681,249135.0
1682,332859.0
1683,187872.0
1684,167945.0
1685,170271.0
1686,170488.0
1687,167307.0
1688,184942.0
1689,189190.0
1690,192158.0
1691,181097.0
1692,258612.0
1693,163595.0
1694,184775.0
1695,167754.0
1696,287337.0
1697,170376.0
1698,338069.0
1699,320952.0
1700,262306.0
1701,272650.0
1702,239361.0
1703,240680.0
1704,275426.0
1705,233588.0
1706,215577.0
1707,216022.0
1708,202765.0
1709,257631.0
1710,221659.0
1711,274609.0
1712,260146.0
1713,291536.0
1714,230467.0
1715,209408.0
1716,180749.0
1717,170617.0
1718,136025.0
1719,206835.0
1720,235244.0
1721,149730.0
1722,118276.0
1723,149026.0
1724,202156.0
1725,241809.0
1726,181485.0
1727,157143.0
1728,162717.0
1729,167570.0
1730,142935.0
1731,118439.0
1732,129122.0
1733,106535.0
1734,127954.0
1735,115494.0
1736,103811.0
1737,295555.0
1738,266327.0
1739,232985.0
1740,215429.0
1741,189566.0
1742,178713.0
1743,178024.0
1744,387968.0
1745,213343.0
1746,186626.0
1747,213534.0
1748,223436.0
1749,146259.0
1750,125030.0
1751,236980.0
1752,113921.0
1753,152179.0
1754,194572.0
1755,178369.0
1756,127299.0
1757,119838.0
1758,147287.0
1759,162677.0
1760,159306.0
1761,141845.0
1762,179747.0
1763,188200.0
1764,120105.0
1765,143377.0
1766,197122.0
1767,225103.0
1768,141006.0
1769,165107.0
1770,150056.0
1771,124520.0
1772,135212.0
1773,123455.0
1774,144512.0
1775,142692.0
1776,131582.0
1777,109906.0
1778,141556.0
1779,132648.0
1780,172839.0
1781,129436.0
1782,85419.0
1783,140305.0
1784,106961.0
1785,126140.0
1786,137289.0
1787,164113.0
1788,62692.0
1789,95937.0
1790,90318.0
1791,179306.0
1792,157379.0
1793,135531.0
1794,150210.0
1795,137625.0
1796,132350.0
1797,106120.0
1798,122956.0
1799,107100.0
1800,134058.0
1801,134558.0
1802,130257.0
1803,149964.0
1804,136844.0
1805,133988.0
1806,118310.0
1807,130951.0
1808,123849.0
1809,129125.0
1810,129713.0
1811,99635.0
1812,99764.0
1813,131835.0
1814,105504.0
1815,54402.0
1816,104651.0
1817,106764.0
1818,148740.0
1819,126524.0
1820,47579.0
1821,112071.0
1822,160402.0
1823,42666.0
1824,125950.0
1825,139657.0
1826,110917.0
1827,108595.0
1828,126499.0
1829,116240.0
1830,140860.0
1831,139850.0
1832,59379.0
1833,141400.0
1834,119437.0
1835,119884.0
1836,123082.0
1837,87494.0
1838,134386.0
1839,105239.0
1840,139762.0
1841,130345.0
1842,98151.0
1843,128495.0
1844,142703.0
1845,146234.0
1846,160031.0
1847,175982.0
1848,56393.0
1849,100237.0
1850,117541.0
1851,149201.0
1852,127661.0
1853,123421.0
1854,163281.0
1855,149617.0
1856,225375.0
1857,137815.0
1858,138481.0
1859,117950.0
1860,148454.0
1861,117298.0
1862,321396.0
1863,295864.0
1864,296008.0
1865,331860.0
1866,324661.0
1867,214906.0
1868,284141.0
1869,196188.0
1870,221191.0
1871,249434.0
1872,171180.0
1873,252138.0
1874,149901.0
1875,210183.0
1876,206801.0
1877,213550.0
1878,197554.0
1879,131605.0
1880,127649.0
1881,246160.0
1882,238752.0
1883,184288.0
1884,205315.0
1885,222552.0
1886,285814.0
1887,213018.0
1888,263856.0
1889,169568.0
1890,108602.0
1891,115863.0
1892,97241.0
1893,135310.0
1894,121980.0
1895,134516.0
1896,125493.0
1897,119063.0
1898,109637.0
1899,172063.0
1900,147539.0
1901,189821.0
1902,167818.0
1903,212064.0
1904,140437.0
1905,203515.0
1906,112506.0
1907,219762.0
1908,110061.0
1909,129728.0
1910,120674.0
1911,230281.0
1912,350772.0
1913,140794.0
1914,49168.0
1915,316883.0
1916,79588.0
1917,226721.0
1918,140563.0
1919,172908.0
1920,156130.0
1921,388411.0
1922,327194.0
1923,242415.0
1924,249651.0
1925,196385.0
1926,378234.0
1927,130504.0
1928,165776.0
1929,122887.0
1930,126429.0
1931,134473.0
1932,132562.0
1933,197256.0
1934,181987.0
1935,170858.0
1936,199066.0
1937,186187.0
1938,170584.0
1939,241372.0
1940,193684.0
1941,167853.0
1942,172529.0
1943,226538.0
1944,390045.0
1945,424864.0
1946,139535.0
1947,163689.0
1948,176957.0
1949,246622.0
1950,180747.0
1951,237724.0
1952,204149.0
1953,169666.0
1954,178251.0
1955,130440.0
1956,303387.0
1957,153700.0
1958,259903.0
1959,141809.0
1960,110545.0
1961,122411.0
1962,95917.0
1963,102212.0
1964,106471.0
1965,144221.0
1966,141389.0
1967,306917.0
1968,432506.0
1969,397995.0
1970,419039.0
1971,501351.0
1972,379106.0
1973,272969.0
1974,345871.0
1975,612928.0
1976,280519.0
1977,367911.0
1978,348256.0
1979,323956.0
1980,217389.0
1981,344798.0
1982,220475.0
1983,205532.0
1984,167703.0
1985,228594.0
1986,211064.0
1987,186443.0
1988,170472.0
1989,187711.0
1990,203519.0
1991,236388.0
1992,213192.0
1993,163024.0
1994,225628.0
1995,182941.0
1996,253032.0
1997,302835.0
1998,315254.0
1999,274019.0
2000,319727.0
2001,281127.0
2002,233752.0
2003,244595.0
2004,281978.0
2005,222053.0
2006,225636.0
2007,252960.0
2008,226708.0
2009,202912.0
2010,187767.0
2011,134195.0
2012,170838.0
2013,177188.0
2014,185378.0
2015,212750.0
2016,188138.0
2017,192481.0
2018,114531.0
2019,129818.0
2020,91744.0
2021,97884.0
2022,204850.0
2023,149615.0
2024,275415.0
2025,343867.0
2026,175158.0
2027,161878.0
2028,153812.0
2029,171982.0
2030,271021.0
2031,228891.0
2032,251029.0
2033,260531.0
2034,179065.0
2035,232781.0
2036,198223.0
2037,232609.0
2038,328222.0
2039,229398.0
2040,292605.0
2041,346066.0
2042,213897.0
2043,179121.0
2044,165862.0
2045,203063.0
2046,164926.0
2047,138346.0
2048,138316.0
2049,141771.0
2050,169657.0
2051,103076.0
2052,122562.0
2053,149098.0
2054,91906.0
2055,164085.0
2056,147052.0
2057,108485.0
2058,213673.0
2059,132385.0
2060,172555.0
2061,173253.0
2062,130798.0
2063,121449.0
2064,137184.0
2065,114605.0
2066,164755.0
2067,92097.0
2068,151482.0
2069,82239.0
2070,114760.0
2071,95505.0
2072,130060.0
2073,132772.0
2074,190474.0
2075,151804.0
2076,112410.0
2077,164794.0
2078,124555.0
2079,131998.0
2080,124558.0
2081,131092.0
2082,113844.0
2083,148101.0
2084,109180.0
2085,121216.0
2086,97404.0
2087,118257.0
2088,92583.0
2089,81889.0
2090,114747.0
2091,118149.0
2092,116349.0
2093,110087.0
2094,110334.0
2095,151176.0
2096,85377.0
2097,99696.0
2098,157445.0
2099,50734.0
2100,61687.0
2101,114294.0
2102,116839.0
2103,113832.0
2104,126602.0
2105,128726.0
2106,79405.0
2107,196912.0
2108,113237.0
2109,112632.0
2110,119108.0
2111,119659.0
2112,136580.0
2113,120605.0
2114,127758.0
2115,168964.0
2116,116283.0
2117,146365.0
2118,124273.0
2119,120436.0
2120,106409.0
2121,inf
2122,128182.0
2123,79710.0
2124,155445.0
2125,117204.0
2126,159682.0
2127,178527.0
2128,120087.0
2129,80655.0
2130,137776.0
2131,134148.0
2132,108456.0
2133,134310.0
2134,121714.0
2135,102929.0
2136,89485.0
2137,108399.0
2138,138794.0
2139,147582.0
2140,136334.0
2141,160249.0
2142,130212.0
2143,151095.0
2144,139250.0
2145,139577.0
2146,176232.0
2147,136835.0
2148,121591.0
2149,133371.0
2150,233228.0
2151,117854.0
2152,182479.0
2153,158471.0
2154,101799.0
2155,137864.0
2156,259207.0
2157,230887.0
2158,241558.0
2159,217013.0
2160,179816.0
2161,225013.0
2162,375517.0
2163,348450.0
2164,253484.0
2165,210175.0
2166,160645.0
2167,226228.0
2168,209729.0
2169,193358.0
2170,214516.0
2171,163343.0
2172,133283.0
2173,190869.0
2174,221625.0
2175,285930.0
2176,317504.0
2177,234972.0
2178,206375.0
2179,134220.0
2180,224187.0
2181,192994.0
2182,225353.0
2183,188341.0
2184,115847.0
2185,119576.0
2186,141476.0
2187,145585.0
2188,146228.0
2189,250325.0
2190,78730.0
2191,73943.0
2192,80746.0
2193,111750.0
2194,100649.0
2195,109192.0
2196,103832.0
2197,122980.0
2198,163474.0
2199,180603.0
2200,140788.0
2201,156656.0
2202,218459.0
2203,142578.0
2204,198053.0
2205,128722.0
2206,141176.0
2207,210564.0
2208,275498.0
2209,271674.0
2210,120826.0
2211,119843.0
2212,126144.0
2213,110608.0
2214,134597.0
2215,104909.0
2216,154921.0
2217,74840.0
2218,64052.0
2219,56682.0
2220,51723.0
2221,316636.0
2222,288260.0
2223,279852.0
2224,198097.0
2225,115521.0
2226,187197.0
2227,191928.0
2228,266601.0
2229,257626.0
2230,156006.0
2231,215699.0
2232,181737.0
2233,187913.0
2234,242631.0
2235,223490.0
2236,259050.0
2237,309489.0
2238,203754.0
2239,97981.0
2240,152700.0
2241,167500.0
2242,119737.0
2243,123664.0
2244,104786.0
2245,99928.0
2246,144153.0
2247,107574.0
2248,119822.0
2249,114301.0
2250,126201.0
2251,118248.0
2252,182724.0
2253,157573.0
2254,180688.0
2255,185332.0
2256,168520.0
2257,215100.0
2258,158523.0
2259,175611.0
2260,149584.0
2261,200200.0
2262,224480.0
2263,393348.0
2264,543221.0
2265,158481.0
2266,317084.0
2267,382353.0
2268,520439.0
2269,148786.0
2270,193899.0
2271,210270.0
2272,187244.0
2273,156499.0
2274,188931.0
2275,154271.0
2276,198852.0
2277,183704.0
2278,147881.0
2279,134899.0
2280,109662.0
2281,157348.0
2282,181042.0
2283,109295.0
2284,117532.0
2285,141632.0
2286,121036.0
2287,380373.0
2288,283062.0
2289,376809.0
2290,467608.0
2291,347536.0
2292,442012.0
2293,490584.0
2294,401105.0
2295,513651.0
2296,286775.0
2297,356836.0
2298,359137.0
2299,351786.0
2300,347777.0
2301,329249.0
2302,258033.0
2303,247826.0
2304,252505.0
2305,202275.0
2306,194621.0
2307,207317.0
2308,232501.0
2309,288324.0
2310,214667.0
2311,203163.0
2312,170937.0
2313,167656.0
2314,175584.0
2315,178689.0
2316,199159.0
2317,197204.0
