Id,SalePrice
1461,119350.0
1462,153378.0
1463,183876.0
1464,188304.0
1465,189828.0
1466,176952.0
1467,170389.0
1468,168457.0
1469,184244.0
1470,126843.0
1471,192351.0
1472,99003.0
1473,95640.0
1474,150593.0
1475,131912.0
1476,362352.0
1477,248728.0
1478,302091.0
1479,255495.0
1480,482514.0
1481,307049.0
1482,206848.0
1483,170812.0
1484,167294.0
1485,185359.0
1486,191587.0
1487,317923.0
1488,225459.0
1489,194271.0
1490,210073.0
1491,193220.0
1492,92322.0
1493,190296.0
1494,291067.0
1495,300454.0
1496,239353.0
1497,185798.0
1498,170986.0
1499,164962.0
1500,154831.0
1501,174793.0
1502,159952.0
1503,295088.0
1504,235752.0
1505,219027.0
1506,181729.0
1507,217617.0
1508,201253.0
1509,161459.0
1510,155595.0
1511,154187.0
1512,173586.0
1513,147659.0
1514,167438.0
1515,182763.0
1516,160555.0
1517,156816.0
1518,130457.0
1519,216757.0
1520,133599.0
1521,133735.0
1522,168314.0
1523,116122.0
1524,120058.0
1525,124004.0
1526,123740.0
1527,109259.0
1528,134760.0
1529,150743.0
1530,179082.0
1531,117919.0
1532,100337.0
1533,133081.0
1534,113710.0
1535,146308.0
1536,109657.0
1537,63326.0
1538,172225.0
1539,216314.0
1540,96607.0
1541,146686.0
1542,140879.0
1543,197812.0
1544,79750.0
1545,111640.0
1546,130330.0
1547,138388.0
1548,135575.0
1549,118971.0
1550,139624.0
1551,108678.0
1552,133984.0
1553,143086.0
1554,118938.0
1555,164155.0
1556,92143.0
1557,115664.0
1558,98072.0
1559,77602.0
1560,143692.0
1561,131153.0
1562,128763.0
1563,125383.0
1564,154954.0
1565,148501.0
1566,226473.0
1567,73850.0
1568,231723.0
1569,138990.0
1570,134392.0
1571,123711.0
1572,144592.0
1573,229392.0
1574,119928.0
1575,216837.0
1576,220899.0
1577,184231.0
1578,152669.0
1579,143641.0
1580,188608.0
1581,147312.0
1582,129972.0
1583,314127.0
1584,224169.0
1585,137792.0
1586,72124.0
1587,106749.0
1588,147149.0
1589,91230.0
1590,124238.0
1591,97731.0
1592,114934.0
1593,127256.0
1594,129771.0
1595,115591.0
1596,218135.0
1597,188926.0
1598,204143.0
1599,178665.0
1600,173519.0
1601,73598.0
1602,120732.0
1603,79016.0
1604,272151.0
1605,242970.0
1606,163941.0
1607,164306.0
1608,212721.0
1609,184239.0
1610,159576.0
1611,145222.0
1612,162619.0
1613,155855.0
1614,116628.0
1615,89066.0
1616,80794.0
1617,92133.0
1618,127972.0
1619,138782.0
1620,140456.0
1621,137691.0
1622,150765.0
1623,278982.0
1624,211243.0
1625,119356.0
1626,169847.0
1627,191100.0
1628,286431.0
1629,182130.0
1630,345770.0
1631,224349.0
1632,233098.0
1633,177147.0
1634,182818.0
1635,179321.0
1636,152429.0
1637,189722.0
1638,206548.0
1639,177536.0
1640,251628.0
1641,183473.0
1642,234273.0
1643,219582.0
1644,238637.0
1645,190958.0
1646,156388.0
1647,163235.0
1648,135630.0
1649,140738.0
1650,119884.0
1651,119348.0
1652,99268.0
1653,100555.0
1654,156342.0
1655,151963.0
1656,145866.0
1657,152877.0
1658,156613.0
1659,135933.0
1660,148645.0
1661,445424.0
1662,402577.0
1663,380846.0
1664,459855.0
1665,305933.0
1666,314356.0
1667,383294.0
1668,328871.0
1669,310164.0
1670,338083.0
1671,264320.0
1672,466055.0
1673,300450.0
1674,243001.0
1675,183315.0
1676,190464.0
1677,211524.0
1678,483721.0
1679,389166.0
1680,313455.0
1681,245321.0
1682,314199.0
1683,184152.0
1684,169656.0
